历史性能_NB覆盖等级-sjl_20190222094808,,,,,,,,,,,,,,,
测量类型:,[NB-IoT]覆盖等级 ,,,,,,,,,,,,,,
查询时间:,2019-02-21 00:00:00 - 2019-02-22 00:00:00,,,,,,,,,,,,,,
制表人:,xironghai,,,,,,,,,,,,,,
制表时间:,2019/2/22 9:48,,,,,,,,,,,,,,
序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,eNodeB,eNodeB名称,小区,小区名称,覆盖等级,请求,成功,用户数
1498,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),9,鞍山海城市腾鳌三大队624249FDDN-ZLH-3(9),2,0,0,0
1499,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),9,鞍山海城市腾鳌三大队624249FDDN-ZLH-3(9),1,0,0,0
1500,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),9,鞍山海城市腾鳌三大队624249FDDN-ZLH-3(9),0,0,0,0
1501,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),8,鞍山海城市腾鳌三大队624249FDDN-ZLH-2(8),2,0,0,0
1502,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),8,鞍山海城市腾鳌三大队624249FDDN-ZLH-2(8),1,0,0,0
1503,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),624249,鞍山海城市腾鳌三大队624249FDD-ZLH(624249),8,鞍山海城市腾鳌三大队624249FDDN-ZLH-2(8),0,0,0,0
1504,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624327,鞍山海城市牌楼大旺624327FDD-ZLH(624327),624327,鞍山海城市牌楼大旺624327FDD-ZLH(624327),7,鞍山海城市牌楼大旺624327FDDN-ZLH-1(7),0,0,0,0
1505,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624327,鞍山海城市牌楼大旺624327FDD-ZLH(624327),624327,鞍山海城市牌楼大旺624327FDD-ZLH(624327),9,鞍山海城市牌楼大旺624327FDDN-ZLH-3(9),0,0,0,0
1506,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624327,鞍山海城市牌楼大旺624327FDD-ZLH(624327),624327,鞍山海城市牌楼大旺624327FDD-ZLH(624327),8,鞍山海城市牌楼大旺624327FDDN-ZLH-2(8),0,0,0,0
1507,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),222495,鞍山立山区翠园222495FDD-ZLH(222495),222495,鞍山立山区翠园222495FDD-ZLH(222495),72,鞍山立山区翠园222495FDDN-ZLH-2(72),2,0,0,0
1508,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),222495,鞍山立山区翠园222495FDD-ZLH(222495),222495,鞍山立山区翠园222495FDD-ZLH(222495),72,鞍山立山区翠园222495FDDN-ZLH-2(72),1,0,0,0
1509,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),222495,鞍山立山区翠园222495FDD-ZLH(222495),222495,鞍山立山区翠园222495FDD-ZLH(222495),72,鞍山立山区翠园222495FDDN-ZLH-2(72),0,0,0,0
1510,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),222495,鞍山立山区翠园222495FDD-ZLH(222495),222495,鞍山立山区翠园222495FDD-ZLH(222495),71,鞍山立山区翠园222495FDDN-ZLH-1(71),2,0,0,0
1511,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),222495,鞍山立山区翠园222495FDD-ZLH(222495),222495,鞍山立山区翠园222495FDD-ZLH(222495),71,鞍山立山区翠园222495FDDN-ZLH-1(71),1,0,0,0
1512,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),222495,鞍山立山区翠园222495FDD-ZLH(222495),222495,鞍山立山区翠园222495FDD-ZLH(222495),71,鞍山立山区翠园222495FDDN-ZLH-1(71),0,0,0,0
1513,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),222495,鞍山立山区翠园222495FDD-ZLH(222495),222495,鞍山立山区翠园222495FDD-ZLH(222495),73,鞍山立山区翠园222495FDDN-ZLH-3(73),2,0,0,0
1514,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),222495,鞍山立山区翠园222495FDD-ZLH(222495),222495,鞍山立山区翠园222495FDD-ZLH(222495),73,鞍山立山区翠园222495FDDN-ZLH-3(73),1,0,0,0
1515,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),222495,鞍山立山区翠园222495FDD-ZLH(222495),222495,鞍山立山区翠园222495FDD-ZLH(222495),73,鞍山立山区翠园222495FDDN-ZLH-3(73),0,0,0,0
1516,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624274,鞍山海城市牌楼代家沟624274FDD-ZLH(624274),624274,鞍山海城市牌楼代家沟624274FDD-ZLH(624274),7,鞍山海城市牌楼代家沟624274FDDN-ZLH-1(7),0,0,0,0
1517,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624274,鞍山海城市牌楼代家沟624274FDD-ZLH(624274),624274,鞍山海城市牌楼代家沟624274FDD-ZLH(624274),9,鞍山海城市牌楼代家沟624274FDDN-ZLH-3(9),0,0,0,0
1518,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624274,鞍山海城市牌楼代家沟624274FDD-ZLH(624274),624274,鞍山海城市牌楼代家沟624274FDD-ZLH(624274),8,鞍山海城市牌楼代家沟624274FDDN-ZLH-2(8),0,0,0,0
1519,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),72,鞍山千山区旧堡日新小区218265FDDN-ZLH-2(72),2,0,0,0
1520,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),72,鞍山千山区旧堡日新小区218265FDDN-ZLH-2(72),1,0,0,0
1521,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),72,鞍山千山区旧堡日新小区218265FDDN-ZLH-2(72),0,0,0,0
1522,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),71,鞍山千山区旧堡日新小区218265FDDN-ZLH-1(71),2,0,0,0
1523,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),71,鞍山千山区旧堡日新小区218265FDDN-ZLH-1(71),1,0,0,0
1524,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),71,鞍山千山区旧堡日新小区218265FDDN-ZLH-1(71),0,0,0,0
1525,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),73,鞍山千山区旧堡日新小区218265FDDN-ZLH-3(73),2,0,0,0
1526,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),73,鞍山千山区旧堡日新小区218265FDDN-ZLH-3(73),1,0,0,0
1527,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),218265,鞍山千山区旧堡日新小区218265FDD-ZLH(218265),73,鞍山千山区旧堡日新小区218265FDDN-ZLH-3(73),0,0,0,0
1528,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946537,鞍山海城市八里营城子946537FDD-ZLH(946537),946537,鞍山海城市八里营城子946537FDD-ZLH(946537),7,鞍山海城市八里营城子946537FDDN-ZLH-1(7),0,0,0,0
1529,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946537,鞍山海城市八里营城子946537FDD-ZLH(946537),946537,鞍山海城市八里营城子946537FDD-ZLH(946537),9,鞍山海城市八里营城子946537FDDN-ZLH-3(9),0,0,0,0
1530,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946537,鞍山海城市八里营城子946537FDD-ZLH(946537),946537,鞍山海城市八里营城子946537FDD-ZLH(946537),8,鞍山海城市八里营城子946537FDDN-ZLH-2(8),0,0,0,0
1531,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946456,鞍山岫岩县哨子河马岭村946456FDD-ZLH(946456),946456,鞍山岫岩县哨子河马岭村946456FDD-ZLH(946456),7,鞍山岫岩县哨子河马岭村946456FDDN-ZLH-1(7),0,0,0,0
1532,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946456,鞍山岫岩县哨子河马岭村946456FDD-ZLH(946456),946456,鞍山岫岩县哨子河马岭村946456FDD-ZLH(946456),9,鞍山岫岩县哨子河马岭村946456FDDN-ZLH-3(9),0,0,0,0
1533,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946456,鞍山岫岩县哨子河马岭村946456FDD-ZLH(946456),946456,鞍山岫岩县哨子河马岭村946456FDD-ZLH(946456),8,鞍山岫岩县哨子河马岭村946456FDDN-ZLH-2(8),0,0,0,0
1534,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),72,鞍山海城市海州艺新热力218326FDDN-ZLH-2(72),2,0,0,0
1535,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),72,鞍山海城市海州艺新热力218326FDDN-ZLH-2(72),1,0,0,0
1536,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),72,鞍山海城市海州艺新热力218326FDDN-ZLH-2(72),0,0,0,0
1537,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),71,鞍山海城市海州艺新热力218326FDDN-ZLH-1(71),2,0,0,0
1538,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),71,鞍山海城市海州艺新热力218326FDDN-ZLH-1(71),1,0,0,0
1539,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),71,鞍山海城市海州艺新热力218326FDDN-ZLH-1(71),0,0,0,0
1540,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),73,鞍山海城市海州艺新热力218326FDDN-ZLH-3(73),2,0,0,0
1541,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),73,鞍山海城市海州艺新热力218326FDDN-ZLH-3(73),1,0,0,0
1542,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),218326,鞍山海城市海州艺新热力218326FDD-ZLH(218326),73,鞍山海城市海州艺新热力218326FDDN-ZLH-3(73),0,0,0,0
1543,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624180,鞍山台安县教育局624180FDD-ZLH(624180),624180,鞍山台安县教育局624180FDD-ZLH(624180),7,鞍山台安县教育局624180FDDN-ZLH-1(7),0,0,0,0
1544,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624180,鞍山台安县教育局624180FDD-ZLH(624180),624180,鞍山台安县教育局624180FDD-ZLH(624180),9,鞍山台安县教育局624180FDDN-ZLH-3(9),0,0,0,0
1545,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624180,鞍山台安县教育局624180FDD-ZLH(624180),624180,鞍山台安县教育局624180FDD-ZLH(624180),8,鞍山台安县教育局624180FDDN-ZLH-2(8),0,0,0,0
1546,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624323,鞍山岫岩县石庙子青杨堡624323FDD-ZLH(624323),624323,鞍山岫岩县石庙子青杨堡624323FDD-ZLH(624323),7,鞍山岫岩县石庙子青杨堡624323FDDN-ZLH-1(7),0,0,0,0
1547,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624323,鞍山岫岩县石庙子青杨堡624323FDD-ZLH(624323),624323,鞍山岫岩县石庙子青杨堡624323FDD-ZLH(624323),9,鞍山岫岩县石庙子青杨堡624323FDDN-ZLH-3(9),0,0,0,0
1548,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624323,鞍山岫岩县石庙子青杨堡624323FDD-ZLH(624323),624323,鞍山岫岩县石庙子青杨堡624323FDD-ZLH(624323),8,鞍山岫岩县石庙子青杨堡624323FDDN-ZLH-2(8),0,0,0,0
1549,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),72,鞍山海城市响堂荒岭218270FDDN-ZLH-2(72),2,0,0,0
1550,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),72,鞍山海城市响堂荒岭218270FDDN-ZLH-2(72),1,0,0,0
1551,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),72,鞍山海城市响堂荒岭218270FDDN-ZLH-2(72),0,0,0,0
1552,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),71,鞍山海城市响堂荒岭218270FDDN-ZLH-1(71),2,0,0,0
1553,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),71,鞍山海城市响堂荒岭218270FDDN-ZLH-1(71),1,0,0,0
1554,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),71,鞍山海城市响堂荒岭218270FDDN-ZLH-1(71),0,0,0,0
1555,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),73,鞍山海城市响堂荒岭218270FDDN-ZLH-3(73),2,0,0,0
1556,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),73,鞍山海城市响堂荒岭218270FDDN-ZLH-3(73),1,0,0,0
1557,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),218270,鞍山海城市响堂荒岭218270FDD-ZLH(218270),73,鞍山海城市响堂荒岭218270FDDN-ZLH-3(73),0,0,0,0
1558,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946545,鞍山千山区甘泉龙湾946545FDD-ZLH(946545),946545,鞍山千山区甘泉龙湾946545FDD-ZLH(946545),7,鞍山千山区甘泉龙湾946545FDDN-ZLH-1(7),0,0,0,0
1559,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946545,鞍山千山区甘泉龙湾946545FDD-ZLH(946545),946545,鞍山千山区甘泉龙湾946545FDD-ZLH(946545),9,鞍山千山区甘泉龙湾946545FDDN-ZLH-3(9),0,0,0,0
1560,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946545,鞍山千山区甘泉龙湾946545FDD-ZLH(946545),946545,鞍山千山区甘泉龙湾946545FDD-ZLH(946545),8,鞍山千山区甘泉龙湾946545FDDN-ZLH-2(8),0,0,0,0
1561,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),7,鞍山岫岩县苏子沟黑山水库946460FDDN-ZLH-1(7),2,0,0,0
1562,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),7,鞍山岫岩县苏子沟黑山水库946460FDDN-ZLH-1(7),1,0,0,0
1563,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),7,鞍山岫岩县苏子沟黑山水库946460FDDN-ZLH-1(7),0,0,0,0
1564,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),9,鞍山岫岩县苏子沟黑山水库946460FDDN-ZLH-3(9),2,0,0,0
1565,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),9,鞍山岫岩县苏子沟黑山水库946460FDDN-ZLH-3(9),1,0,0,0
1566,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),9,鞍山岫岩县苏子沟黑山水库946460FDDN-ZLH-3(9),0,0,0,0
1567,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),8,鞍山岫岩县苏子沟黑山水库946460FDDN-ZLH-2(8),2,0,0,0
1568,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),8,鞍山岫岩县苏子沟黑山水库946460FDDN-ZLH-2(8),1,0,0,0
1569,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),946460,鞍山岫岩县苏子沟黑山水库946460FDD-ZLH(946460),8,鞍山岫岩县苏子沟黑山水库946460FDDN-ZLH-2(8),0,0,0,0
1570,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624351,鞍山海城市孤山鳌头624351FDD-ZLH(624351),624351,鞍山海城市孤山鳌头624351FDD-ZLH(624351),7,鞍山海城市孤山鳌头624351FDDN-ZLH-1(7),0,0,0,0
1571,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624351,鞍山海城市孤山鳌头624351FDD-ZLH(624351),624351,鞍山海城市孤山鳌头624351FDD-ZLH(624351),9,鞍山海城市孤山鳌头624351FDDN-ZLH-3(9),0,0,0,0
1572,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624351,鞍山海城市孤山鳌头624351FDD-ZLH(624351),624351,鞍山海城市孤山鳌头624351FDD-ZLH(624351),8,鞍山海城市孤山鳌头624351FDDN-ZLH-2(8),0,0,0,0
1573,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),72,鞍山铁东区鞍钢艺术幼儿园218361FDDN-ZLH-2(72),2,0,0,0
1574,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),72,鞍山铁东区鞍钢艺术幼儿园218361FDDN-ZLH-2(72),1,0,0,0
1575,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),72,鞍山铁东区鞍钢艺术幼儿园218361FDDN-ZLH-2(72),0,0,0,0
1576,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),71,鞍山铁东区鞍钢艺术幼儿园218361FDDN-ZLH-1(71),2,0,0,0
1577,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),71,鞍山铁东区鞍钢艺术幼儿园218361FDDN-ZLH-1(71),1,0,0,0
1578,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),71,鞍山铁东区鞍钢艺术幼儿园218361FDDN-ZLH-1(71),0,0,0,0
1579,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),73,鞍山铁东区鞍钢艺术幼儿园218361FDDN-ZLH-3(73),2,0,0,0
1580,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),73,鞍山铁东区鞍钢艺术幼儿园218361FDDN-ZLH-3(73),1,0,0,0
1581,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),218361,鞍山铁东区鞍钢艺术幼儿园218361FDD-ZLH(218361),73,鞍山铁东区鞍钢艺术幼儿园218361FDDN-ZLH-3(73),0,0,0,0
1582,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946539,鞍山海城市牌楼房身946539FDD-ZLH(946539),946539,鞍山海城市牌楼房身946539FDD-ZLH(946539),7,鞍山海城市牌楼房身946539FDDN-ZLH-1(7),0,0,0,0
1583,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946539,鞍山海城市牌楼房身946539FDD-ZLH(946539),946539,鞍山海城市牌楼房身946539FDD-ZLH(946539),9,鞍山海城市牌楼房身946539FDDN-ZLH-3(9),0,0,0,0
1584,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946539,鞍山海城市牌楼房身946539FDD-ZLH(946539),946539,鞍山海城市牌楼房身946539FDD-ZLH(946539),8,鞍山海城市牌楼房身946539FDDN-ZLH-2(8),0,0,0,0
1585,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624264,鞍山岫岩县三家子山嘴子624264FDD-ZLH(624264),624264,鞍山岫岩县三家子山嘴子624264FDD-ZLH(624264),7,鞍山岫岩县三家子山嘴子624264FDDN-ZLH-1(7),0,0,0,0
1586,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624264,鞍山岫岩县三家子山嘴子624264FDD-ZLH(624264),624264,鞍山岫岩县三家子山嘴子624264FDD-ZLH(624264),9,鞍山岫岩县三家子山嘴子624264FDDN-ZLH-3(9),0,0,0,0
1587,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624264,鞍山岫岩县三家子山嘴子624264FDD-ZLH(624264),624264,鞍山岫岩县三家子山嘴子624264FDD-ZLH(624264),8,鞍山岫岩县三家子山嘴子624264FDDN-ZLH-2(8),0,0,0,0
1588,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624247,鞍山岫岩县哈达碑桑皮峪624247FDD-ZLH(624247),624247,鞍山岫岩县哈达碑桑皮峪624247FDD-ZLH(624247),7,鞍山岫岩县哈达碑桑皮峪624247FDDN-ZLH-1(7),0,0,0,0
1589,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624247,鞍山岫岩县哈达碑桑皮峪624247FDD-ZLH(624247),624247,鞍山岫岩县哈达碑桑皮峪624247FDD-ZLH(624247),9,鞍山岫岩县哈达碑桑皮峪624247FDDN-ZLH-3(9),0,0,0,0
1590,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),624247,鞍山岫岩县哈达碑桑皮峪624247FDD-ZLH(624247),624247,鞍山岫岩县哈达碑桑皮峪624247FDD-ZLH(624247),8,鞍山岫岩县哈达碑桑皮峪624247FDDN-ZLH-2(8),0,0,0,0
1591,2019/2/21 0:00,2019/2/22 0:00,1天,101,鞍山GNF(101),946458,鞍山岫岩县红旗吴家堡946458FDD-ZLH(946458),946458,鞍山岫岩县红旗吴家堡946458FDD-ZLH(946458),7,鞍山岫岩县红旗吴家堡946458FDDN-ZLH-1(7),2,0,0,0
