历史性能_NB覆盖等级-sjl_20190222094808,,,,,,,,,,,,,,,
测量类型:,[NB-IoT]覆盖等级 ,,,,,,,,,,,,,,
查询时间:,2019-02-21 00:00:00 - 2019-02-22 00:00:00,,,,,,,,,,,,,,
制表人:,xironghai,,,,,,,,,,,,,,
制表时间:,2019/2/22 9:48,,,,,,,,,,,,,,
序号,开始时间,结束时间,查询粒度,子网,子网名称,网元,网元名称,eNodeB,eNodeB名称,小区,小区名称,覆盖等级,请求,成功,用户数
12070,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218596,锦州太和区商专218596FDD-ZLH(218596),218596,锦州太和区商专218596FDD-ZLH(218596),73,锦州太和区商专218596FDDN-ZLH-3(73),2,0,0,0
12071,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218596,锦州太和区商专218596FDD-ZLH(218596),218596,锦州太和区商专218596FDD-ZLH(218596),73,锦州太和区商专218596FDDN-ZLH-3(73),1,0,0,0
12072,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218596,锦州太和区商专218596FDD-ZLH(218596),218596,锦州太和区商专218596FDD-ZLH(218596),73,锦州太和区商专218596FDDN-ZLH-3(73),0,0,0,0
12073,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),923676,锦州开发区辽宁理工职业学院教学楼923676FDD-ZLH(923676),923676,锦州开发区辽宁理工职业学院教学楼923676FDD-ZLH(923676),7,锦州开发区辽宁理工职业学院教学楼923676FDDN-ZLH-1(7),0,0,0,0
12074,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),923676,锦州开发区辽宁理工职业学院教学楼923676FDD-ZLH(923676),923676,锦州开发区辽宁理工职业学院教学楼923676FDD-ZLH(923676),9,锦州开发区辽宁理工职业学院教学楼923676FDDN-ZLH-3(9),0,0,0,0
12075,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),923676,锦州开发区辽宁理工职业学院教学楼923676FDD-ZLH(923676),923676,锦州开发区辽宁理工职业学院教学楼923676FDD-ZLH(923676),8,锦州开发区辽宁理工职业学院教学楼923676FDDN-ZLH-2(8),0,0,0,0
12076,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624636,锦州北镇市翠龙肥业624636FDD-ZLH(624636),624636,锦州北镇市翠龙肥业624636FDD-ZLH(624636),78,锦州北镇市翠龙肥业624636FDDN-ZLH-2(78),0,0,0,0
12077,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624636,锦州北镇市翠龙肥业624636FDD-ZLH(624636),624636,锦州北镇市翠龙肥业624636FDD-ZLH(624636),79,锦州北镇市翠龙肥业624636FDDN-ZLH-3(79),0,0,0,0
12078,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624636,锦州北镇市翠龙肥业624636FDD-ZLH(624636),624636,锦州北镇市翠龙肥业624636FDD-ZLH(624636),77,锦州北镇市翠龙肥业624636FDDN-ZLH-1(77),0,0,0,0
12079,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947066,锦州北镇市闾阳947066FDD-ZLH(947066),947066,锦州北镇市闾阳947066FDD-ZLH(947066),78,锦州北镇市闾阳947066FDDN-ZLH-2(78),0,0,0,0
12080,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947066,锦州北镇市闾阳947066FDD-ZLH(947066),947066,锦州北镇市闾阳947066FDD-ZLH(947066),79,锦州北镇市闾阳947066FDDN-ZLH-3(79),0,0,0,0
12081,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947066,锦州北镇市闾阳947066FDD-ZLH(947066),947066,锦州北镇市闾阳947066FDD-ZLH(947066),77,锦州北镇市闾阳947066FDDN-ZLH-1(77),0,0,0,0
12082,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624635,锦州古塔区中百二库南624635FDD-ZLH(624635),624635,锦州古塔区中百二库南624635FDD-ZLH(624635),78,锦州古塔区中百二库南624635FDDN-ZLH-2(78),0,3,3,1
12083,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624635,锦州古塔区中百二库南624635FDD-ZLH(624635),624635,锦州古塔区中百二库南624635FDD-ZLH(624635),79,锦州古塔区中百二库南624635FDDN-ZLH-3(79),0,0,0,0
12084,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624635,锦州古塔区中百二库南624635FDD-ZLH(624635),624635,锦州古塔区中百二库南624635FDD-ZLH(624635),77,锦州古塔区中百二库南624635FDDN-ZLH-1(77),0,0,0,0
12085,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947095,锦州凌海市石山水利947095FDD-ZLH(947095),947095,锦州凌海市石山水利947095FDD-ZLH(947095),78,锦州凌海市石山水利947095FDDN-ZLH-2(78),0,0,0,0
12086,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947095,锦州凌海市石山水利947095FDD-ZLH(947095),947095,锦州凌海市石山水利947095FDD-ZLH(947095),79,锦州凌海市石山水利947095FDDN-ZLH-3(79),0,0,0,0
12087,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947095,锦州凌海市石山水利947095FDD-ZLH(947095),947095,锦州凌海市石山水利947095FDD-ZLH(947095),77,锦州凌海市石山水利947095FDDN-ZLH-1(77),0,0,0,0
12088,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624571,锦州太和区南新民624571FDD-ZLH(624571),624571,锦州太和区南新民624571FDD-ZLH(624571),78,锦州太和区南新民624571FDDN-ZLH-2(78),0,0,0,0
12089,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624571,锦州太和区南新民624571FDD-ZLH(624571),624571,锦州太和区南新民624571FDD-ZLH(624571),79,锦州太和区南新民624571FDDN-ZLH-3(79),0,0,0,0
12090,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624571,锦州太和区南新民624571FDD-ZLH(624571),624571,锦州太和区南新民624571FDD-ZLH(624571),77,锦州太和区南新民624571FDDN-ZLH-1(77),0,0,0,0
12091,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624638,锦州开发区本天药业624638FDD-ZLH(624638),624638,锦州开发区本天药业624638FDD-ZLH(624638),78,锦州开发区本天药业624638FDDN-ZLH-2(78),0,0,0,0
12092,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624638,锦州开发区本天药业624638FDD-ZLH(624638),624638,锦州开发区本天药业624638FDD-ZLH(624638),79,锦州开发区本天药业624638FDDN-ZLH-3(79),0,0,0,0
12093,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624638,锦州开发区本天药业624638FDD-ZLH(624638),624638,锦州开发区本天药业624638FDD-ZLH(624638),77,锦州开发区本天药业624638FDDN-ZLH-1(77),0,3,3,1
12094,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),1169,锦州凌海市鸿雁酒店218537FDD-ZLH(1169),218537,锦州凌海市鸿雁酒店218537FDD-ZLH(218537),72,锦州凌海市鸿雁酒店218537FDDN-ZLH-2(72),2,0,0,0
12095,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),1169,锦州凌海市鸿雁酒店218537FDD-ZLH(1169),218537,锦州凌海市鸿雁酒店218537FDD-ZLH(218537),72,锦州凌海市鸿雁酒店218537FDDN-ZLH-2(72),1,0,0,0
12096,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),1169,锦州凌海市鸿雁酒店218537FDD-ZLH(1169),218537,锦州凌海市鸿雁酒店218537FDD-ZLH(218537),72,锦州凌海市鸿雁酒店218537FDDN-ZLH-2(72),0,0,0,0
12097,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),1169,锦州凌海市鸿雁酒店218537FDD-ZLH(1169),218537,锦州凌海市鸿雁酒店218537FDD-ZLH(218537),71,锦州凌海市鸿雁酒店218537FDDN-ZLH-1(71),2,0,0,0
12098,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),1169,锦州凌海市鸿雁酒店218537FDD-ZLH(1169),218537,锦州凌海市鸿雁酒店218537FDD-ZLH(218537),71,锦州凌海市鸿雁酒店218537FDDN-ZLH-1(71),1,0,0,0
12099,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),1169,锦州凌海市鸿雁酒店218537FDD-ZLH(1169),218537,锦州凌海市鸿雁酒店218537FDD-ZLH(218537),71,锦州凌海市鸿雁酒店218537FDDN-ZLH-1(71),0,0,0,0
12100,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),1169,锦州凌海市鸿雁酒店218537FDD-ZLH(1169),218537,锦州凌海市鸿雁酒店218537FDD-ZLH(218537),73,锦州凌海市鸿雁酒店218537FDDN-ZLH-3(73),2,0,0,0
12101,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),1169,锦州凌海市鸿雁酒店218537FDD-ZLH(1169),218537,锦州凌海市鸿雁酒店218537FDD-ZLH(218537),73,锦州凌海市鸿雁酒店218537FDDN-ZLH-3(73),1,0,0,0
12102,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),1169,锦州凌海市鸿雁酒店218537FDD-ZLH(1169),218537,锦州凌海市鸿雁酒店218537FDD-ZLH(218537),73,锦州凌海市鸿雁酒店218537FDDN-ZLH-3(73),0,0,0,0
12103,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624637,锦州开发区锦港大街天山路624637FDD-ZLH(624637),624637,锦州开发区锦港大街天山路624637FDD-ZLH(624637),78,锦州开发区锦港大街天山路624637FDDN-ZLH-2(78),0,4,4,1
12104,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624637,锦州开发区锦港大街天山路624637FDD-ZLH(624637),624637,锦州开发区锦港大街天山路624637FDD-ZLH(624637),79,锦州开发区锦港大街天山路624637FDDN-ZLH-3(79),0,0,0,0
12105,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624637,锦州开发区锦港大街天山路624637FDD-ZLH(624637),624637,锦州开发区锦港大街天山路624637FDD-ZLH(624637),77,锦州开发区锦港大街天山路624637FDDN-ZLH-1(77),0,0,0,0
12106,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624570,锦州凌河区邮电技校624570FDD-ZLH(624570),624570,锦州凌河区邮电技校624570FDD-ZLH(624570),78,锦州凌河区邮电技校624570FDDN-ZLH-2(78),0,0,0,0
12107,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624570,锦州凌河区邮电技校624570FDD-ZLH(624570),624570,锦州凌河区邮电技校624570FDD-ZLH(624570),79,锦州凌河区邮电技校624570FDDN-ZLH-3(79),0,0,0,0
12108,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624570,锦州凌河区邮电技校624570FDD-ZLH(624570),624570,锦州凌河区邮电技校624570FDD-ZLH(624570),77,锦州凌河区邮电技校624570FDDN-ZLH-1(77),0,0,0,0
12109,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947045,锦州黑山县白厂门947045FDD-ZLH(947045),947045,锦州黑山县白厂门947045FDD-ZLH(947045),78,锦州黑山县白厂门947045FDDN-ZLH-2(78),0,0,0,0
12110,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947045,锦州黑山县白厂门947045FDD-ZLH(947045),947045,锦州黑山县白厂门947045FDD-ZLH(947045),79,锦州黑山县白厂门947045FDDN-ZLH-3(79),0,0,0,0
12111,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947045,锦州黑山县白厂门947045FDD-ZLH(947045),947045,锦州黑山县白厂门947045FDD-ZLH(947045),77,锦州黑山县白厂门947045FDDN-ZLH-1(77),0,0,0,0
12112,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624592,锦州古塔区阀门厂624592FDD-ZLH(624592),624592,锦州古塔区阀门厂624592FDD-ZLH(624592),78,锦州古塔区阀门厂624592FDDN-ZLH-2(78),0,0,0,0
12113,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624592,锦州古塔区阀门厂624592FDD-ZLH(624592),624592,锦州古塔区阀门厂624592FDD-ZLH(624592),79,锦州古塔区阀门厂624592FDDN-ZLH-3(79),0,0,0,0
12114,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624592,锦州古塔区阀门厂624592FDD-ZLH(624592),624592,锦州古塔区阀门厂624592FDD-ZLH(624592),77,锦州古塔区阀门厂624592FDDN-ZLH-1(77),0,0,0,0
12115,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947094,锦州黑山县二道947094FDD-ZLH(947094),947094,锦州黑山县二道947094FDD-ZLH(947094),78,锦州黑山县二道947094FDDN-ZLH-2(78),0,0,0,0
12116,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947094,锦州黑山县二道947094FDD-ZLH(947094),947094,锦州黑山县二道947094FDD-ZLH(947094),79,锦州黑山县二道947094FDDN-ZLH-3(79),0,0,0,0
12117,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947094,锦州黑山县二道947094FDD-ZLH(947094),947094,锦州黑山县二道947094FDD-ZLH(947094),77,锦州黑山县二道947094FDDN-ZLH-1(77),0,0,0,0
12118,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624613,锦州黑山县联通黑山火车站624613FDD-ZLH(624613),624613,锦州黑山县联通黑山火车站624613FDD-ZLH(624613),78,锦州黑山县联通黑山火车站624613FDDN-ZLH-2(78),0,0,0,0
12119,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624613,锦州黑山县联通黑山火车站624613FDD-ZLH(624613),624613,锦州黑山县联通黑山火车站624613FDD-ZLH(624613),79,锦州黑山县联通黑山火车站624613FDDN-ZLH-3(79),0,0,0,0
12120,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),624613,锦州黑山县联通黑山火车站624613FDD-ZLH(624613),624613,锦州黑山县联通黑山火车站624613FDD-ZLH(624613),77,锦州黑山县联通黑山火车站624613FDDN-ZLH-1(77),0,0,0,0
12121,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),72,锦州凌河区福祥酒楼218544FDDN-ZLH-2(72),2,0,0,0
12122,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),72,锦州凌河区福祥酒楼218544FDDN-ZLH-2(72),1,0,0,0
12123,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),72,锦州凌河区福祥酒楼218544FDDN-ZLH-2(72),0,0,0,0
12124,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),71,锦州凌河区福祥酒楼218544FDDN-ZLH-1(71),2,0,0,0
12125,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),71,锦州凌河区福祥酒楼218544FDDN-ZLH-1(71),1,0,0,0
12126,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),71,锦州凌河区福祥酒楼218544FDDN-ZLH-1(71),0,4,4,1
12127,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),73,锦州凌河区福祥酒楼218544FDDN-ZLH-3(73),2,0,0,0
12128,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),73,锦州凌河区福祥酒楼218544FDDN-ZLH-3(73),1,7,7,1
12129,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),218544,锦州凌河区福祥酒楼218544FDD-ZLH(218544),73,锦州凌河区福祥酒楼218544FDDN-ZLH-3(73),0,305,305,4
12130,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946952,锦州凌河区北镇路与安达街交叉口946952FDD-ZLH(946952),946952,锦州凌河区北镇路与安达街交叉口946952FDD-ZLH(946952),78,锦州凌河区北镇路与安达街交叉口946952FDDN-ZLH-2(78),0,0,0,0
12131,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946952,锦州凌河区北镇路与安达街交叉口946952FDD-ZLH(946952),946952,锦州凌河区北镇路与安达街交叉口946952FDD-ZLH(946952),79,锦州凌河区北镇路与安达街交叉口946952FDDN-ZLH-3(79),0,0,0,0
12132,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946952,锦州凌河区北镇路与安达街交叉口946952FDD-ZLH(946952),946952,锦州凌河区北镇路与安达街交叉口946952FDD-ZLH(946952),77,锦州凌河区北镇路与安达街交叉口946952FDDN-ZLH-1(77),0,0,0,0
12133,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946951,锦州凌河区通信段康宁派出所946951FDD-ZLH(946951),946951,锦州凌河区通信段康宁派出所946951FDD-ZLH(946951),78,锦州凌河区通信段康宁派出所946951FDDN-ZLH-2(78),0,4,4,1
12134,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946951,锦州凌河区通信段康宁派出所946951FDD-ZLH(946951),946951,锦州凌河区通信段康宁派出所946951FDD-ZLH(946951),77,锦州凌河区通信段康宁派出所946951FDDN-ZLH-1(77),0,0,0,0
12135,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947001,锦州北镇市锦州北宁文化局947001FDD-ZLH(947001),947001,锦州北镇市锦州北宁文化局947001FDD-ZLH(947001),78,锦州北镇市锦州北宁文化局947001FDDN-ZLH-2(78),0,0,0,0
12136,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947001,锦州北镇市锦州北宁文化局947001FDD-ZLH(947001),947001,锦州北镇市锦州北宁文化局947001FDD-ZLH(947001),79,锦州北镇市锦州北宁文化局947001FDDN-ZLH-3(79),0,0,0,0
12137,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947001,锦州北镇市锦州北宁文化局947001FDD-ZLH(947001),947001,锦州北镇市锦州北宁文化局947001FDD-ZLH(947001),77,锦州北镇市锦州北宁文化局947001FDDN-ZLH-1(77),0,0,0,0
12138,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946948,锦州太和区华顺东946948FDD-ZLH(946948),946948,锦州太和区华顺东946948FDD-ZLH(946948),78,锦州太和区华顺东946948FDDN-ZLH-2(78),0,0,0,0
12139,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946948,锦州太和区华顺东946948FDD-ZLH(946948),946948,锦州太和区华顺东946948FDD-ZLH(946948),79,锦州太和区华顺东946948FDDN-ZLH-3(79),0,0,0,0
12140,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946948,锦州太和区华顺东946948FDD-ZLH(946948),946948,锦州太和区华顺东946948FDD-ZLH(946948),77,锦州太和区华顺东946948FDDN-ZLH-1(77),0,0,0,0
12141,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),338,锦州黑山县移动218530FDD-ZLH(338),218530,锦州黑山县移动218530FDD-ZLH(218530),72,锦州黑山县移动218530FDDN-ZLH-2(72),2,0,0,0
12142,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),338,锦州黑山县移动218530FDD-ZLH(338),218530,锦州黑山县移动218530FDD-ZLH(218530),72,锦州黑山县移动218530FDDN-ZLH-2(72),1,0,0,0
12143,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),338,锦州黑山县移动218530FDD-ZLH(338),218530,锦州黑山县移动218530FDD-ZLH(218530),72,锦州黑山县移动218530FDDN-ZLH-2(72),0,0,0,0
12144,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),338,锦州黑山县移动218530FDD-ZLH(338),218530,锦州黑山县移动218530FDD-ZLH(218530),71,锦州黑山县移动218530FDDN-ZLH-1(71),2,0,0,0
12145,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),338,锦州黑山县移动218530FDD-ZLH(338),218530,锦州黑山县移动218530FDD-ZLH(218530),71,锦州黑山县移动218530FDDN-ZLH-1(71),1,0,0,0
12146,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),338,锦州黑山县移动218530FDD-ZLH(338),218530,锦州黑山县移动218530FDD-ZLH(218530),71,锦州黑山县移动218530FDDN-ZLH-1(71),0,0,0,0
12147,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),338,锦州黑山县移动218530FDD-ZLH(338),218530,锦州黑山县移动218530FDD-ZLH(218530),73,锦州黑山县移动218530FDDN-ZLH-3(73),2,0,0,0
12148,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),338,锦州黑山县移动218530FDD-ZLH(338),218530,锦州黑山县移动218530FDD-ZLH(218530),73,锦州黑山县移动218530FDDN-ZLH-3(73),1,0,0,0
12149,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),338,锦州黑山县移动218530FDD-ZLH(338),218530,锦州黑山县移动218530FDD-ZLH(218530),73,锦州黑山县移动218530FDDN-ZLH-3(73),0,0,0,0
12150,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946994,锦州黑山县黑山南湖小区946994FDD-ZLH(946994),946994,锦州黑山县黑山南湖小区946994FDD-ZLH(946994),78,锦州黑山县黑山南湖小区946994FDDN-ZLH-2(78),0,0,0,0
12151,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946994,锦州黑山县黑山南湖小区946994FDD-ZLH(946994),946994,锦州黑山县黑山南湖小区946994FDD-ZLH(946994),79,锦州黑山县黑山南湖小区946994FDDN-ZLH-3(79),0,0,0,0
12152,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),946994,锦州黑山县黑山南湖小区946994FDD-ZLH(946994),946994,锦州黑山县黑山南湖小区946994FDD-ZLH(946994),77,锦州黑山县黑山南湖小区946994FDDN-ZLH-1(77),0,0,0,0
12153,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947093,锦州黑山县六合村947093FDD-ZLH(947093),947093,锦州黑山县六合村947093FDD-ZLH(947093),78,锦州黑山县六合村947093FDDN-ZLH-2(78),0,0,0,0
12154,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947093,锦州黑山县六合村947093FDD-ZLH(947093),947093,锦州黑山县六合村947093FDD-ZLH(947093),79,锦州黑山县六合村947093FDDN-ZLH-3(79),0,0,0,0
12155,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),947093,锦州黑山县六合村947093FDD-ZLH(947093),947093,锦州黑山县六合村947093FDD-ZLH(947093),77,锦州黑山县六合村947093FDDN-ZLH-1(77),0,0,0,0
12156,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),617,锦州北镇市北镇西北218613FDD-ZLH(617),218613,锦州北镇市北镇西北218613FDD-ZLH(218613),72,锦州北镇市北镇西北218613FDDN-ZLH-2(72),2,0,0,0
12157,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),617,锦州北镇市北镇西北218613FDD-ZLH(617),218613,锦州北镇市北镇西北218613FDD-ZLH(218613),72,锦州北镇市北镇西北218613FDDN-ZLH-2(72),1,0,0,0
12158,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),617,锦州北镇市北镇西北218613FDD-ZLH(617),218613,锦州北镇市北镇西北218613FDD-ZLH(218613),72,锦州北镇市北镇西北218613FDDN-ZLH-2(72),0,0,0,0
12159,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),617,锦州北镇市北镇西北218613FDD-ZLH(617),218613,锦州北镇市北镇西北218613FDD-ZLH(218613),71,锦州北镇市北镇西北218613FDDN-ZLH-1(71),2,0,0,0
12160,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),617,锦州北镇市北镇西北218613FDD-ZLH(617),218613,锦州北镇市北镇西北218613FDD-ZLH(218613),71,锦州北镇市北镇西北218613FDDN-ZLH-1(71),1,0,0,0
12161,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),617,锦州北镇市北镇西北218613FDD-ZLH(617),218613,锦州北镇市北镇西北218613FDD-ZLH(218613),71,锦州北镇市北镇西北218613FDDN-ZLH-1(71),0,0,0,0
12162,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),617,锦州北镇市北镇西北218613FDD-ZLH(617),218613,锦州北镇市北镇西北218613FDD-ZLH(218613),73,锦州北镇市北镇西北218613FDDN-ZLH-3(73),2,0,0,0
12163,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),617,锦州北镇市北镇西北218613FDD-ZLH(617),218613,锦州北镇市北镇西北218613FDD-ZLH(218613),73,锦州北镇市北镇西北218613FDDN-ZLH-3(73),1,0,0,0
12164,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),617,锦州北镇市北镇西北218613FDD-ZLH(617),218613,锦州北镇市北镇西北218613FDD-ZLH(218613),73,锦州北镇市北镇西北218613FDDN-ZLH-3(73),0,0,0,0
12165,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218592,锦州古塔区蓬莱218592FDD-ZLH(218592),218592,锦州古塔区蓬莱218592FDD-ZLH(218592),72,锦州古塔区蓬莱218592FDDN-ZLH-2(72),2,0,0,0
12166,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218592,锦州古塔区蓬莱218592FDD-ZLH(218592),218592,锦州古塔区蓬莱218592FDD-ZLH(218592),72,锦州古塔区蓬莱218592FDDN-ZLH-2(72),1,0,0,0
12167,2019/2/21 0:00,2019/2/22 0:00,1天,131,子网(MO SDR)(131),218592,锦州古塔区蓬莱218592FDD-ZLH(218592),218592,锦州古塔区蓬莱218592FDD-ZLH(218592),72,锦州古塔区蓬莱218592FDDN-ZLH-2(72),0,0,0,0
